Project Title,Administering  IC,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Contact PI  Person ID,Contact PI / Project Leader,Organization Name,FY,FY Total Cost 
FUNCTIONALIZED MICELLAR NANOCARRIERS FOR TARGETED CANCER THERAPY,NCI,1R15CA152860-01,1,R15,CA,152860,1,,9711059,"TAN, CHALET ",MERCER UNIVERSITY MACON,2010,470658
MECHANISMS OF SUDDEN ONSET OF MALIGNANT MDMA NEUROTOXICITY,NIDA,1R15DA029863-01,1,R15,DA,29863,1,,6795471,"TAO, RUI ",FLORIDA ATLANTIC UNIVERSITY,2010,287775
REGULATION OF SORORIN BY CDK1-MEDIATED PHOSPHORYLATION.,NIGMS,1R15GM100440-01,1,R15,GM,100440,1,,7740519,"TAYLOR, WILLIAM R",UNIVERSITY OF TOLEDO,2012,291000
MILITARY SERVICE AND TROUBLED BEHAVIORS,NICHD,1R15HD069958-01A1,1,R15,HD,69958,1,A1,1896251,"TEACHMAN, JAY D ",WESTERN WASHINGTON UNIVERSITY,2012,265362
RODENT MODEL OF PTSD-LIKE CONDITIONS-ROLE OF NORADRENERGIC SYSTEM,NIMH,1R15MH090541-01,1,R15,MH,90541,1,,1959244,"TEJANI-BUTT, SHANAZ MOHAMMEDALI",UNIVERSITY OF THE SCIENCES PHILADELPHIA,2010,213750
ANTIPROGESTIN THERAPY FOR OVARIAN CANCER,NCI,1R15CA164622-01,1,R15,CA,164622,1,,1994951,"TELLERIA, CARLOS MARCELO",UNIVERSITY OF SOUTH DAKOTA,2012,425596
AGE EFFECTS ON EPISODIC MEMORY: NEUROPSYCHOLOGY; ELECTROPHYSIOLOGY; AND MODELING,NIA,1R15AG039723-01A1,1,R15,AG,39723,1,A1,8361266,"THAPAR, ANJALI ",BRYN MAWR COLLEGE,2012,346425
COLLATERAL FORMATION AND REMODELING AFTER ISCHEMIC STROKE,NINDS,1R15NS081623-01A1,1,R15,NS,81623,1,A1,9339524,"THEUS, MICHELLE LEE",VIRGINIA POLYTECHNIC INST AND ST UNIV,2013,483000
MODULATION OF ATHEROSCLEROSIS BY CANNABINOID TYPE 2 RECEPTOR,NHLBI,1R15HL113878-01A1,1,R15,HL,113878,1,A1,6369765,"THEWKE, DOUGLAS P",EAST TENNESSEE STATE UNIVERSITY,2013,352103
A COMPUTATIONAL MODEL TO DETERMINE ENERGY INTAKE DURING WEIGHT LOSS,NIDDK,1R15DK090739-01A1,1,R15,DK,90739,1,A1,10389053,"THOMAS, DIANA MARIA",MONTCLAIR STATE UNIVERSITY,2011,302860
BIOCHEMICAL ANALYSIS OF YVC1P DOMAINS,NIGMS,3R15GM096143-01S1,3,R15,GM,96143,1,S1,1904620,"THOMAS, LISE R",QUINNIPIAC UNIVERSITY,2011,23637
BIOCHEMICAL ANALYSIS OF YVC1P DOMAINS,NIGMS,1R15GM096143-01,1,R15,GM,96143,1,,1904620,"THOMAS, LISE R",QUINNIPIAC UNIVERSITY,2011,262835
DOPAMINE MODULATION OF RHYTHMIC PROPERTIES IN MOUSE PREFRONTAL CORTICAL NEURONS,NIMH,1R15MH092866-01A1,1,R15,MH,92866,1,A1,10284324,"THOMAS, MARK P",UNIVERSITY OF NORTHERN COLORADO,2011,349406
CHRONIC GRANULOMATOUS LUNG INFLAMMATION ELICITED BY CARBON NANOTUBES,NIEHS,1R15ES022462-01,1,R15,ES,22462,1,,1866736,"THOMASSEN, MARY JANE ",EAST CAROLINA UNIVERSITY,2013,368159
CHANNELING WITHIN GLYCOLYSIS: STEPS INVOLVING NICOTINE ADENINE DINUCLEOTIDE,NIGMS,1R15GM095805-01,1,R15,GM,95805,1,,1964410,"THOMASSON, KATHRYN A.",UNIVERSITY OF NORTH DAKOTA,2011,235980
DIFFERENTIATION OF CENTRAL VERSUS PERIPHERAL FATIGUE IN PARKINSON'S DISEASE,NIA,1R15AG040616-01A1,1,R15,AG,40616,1,A1,8226723,"THRELKELD, A. JOSEPH",CREIGHTON UNIVERSITY,2012,360981
NEONATAL BRAIN INJURY:  MEDIATING FACTORS FOR IMPROVED NEUROBEHAVIORAL OUTCOME,NICHD,1R15HD077544-01,1,R15,HD,77544,1,,10112315,"THRELKELD, STEVEN WAKELY",RHODE ISLAND COLLEGE,2013,329762
PHASE BOUNDARIES AND LIQUID STRUCTURE OF CONCENTRATED EYE LENS PROTEIN MIXTURES,NEI,2R15EY018249-02A1,2,R15,EY,18249,2,A1,8691860,"THURSTON, GEORGE ",ROCHESTER INSTITUTE OF TECHNOLOGY,2013,361250
MOLECULAR MECHANISM OF DILATED CARDIOMYOPATHY,NHLBI,1R15HL117034-01,1,R15,HL,117034,1,,7252103,"TIKUNOVA, SVETLANA B",UNIVERSITY OF HOUSTON,2013,451166
ANALYZING THE BEHAVIOR AND INTERPRETING THE RESULTS OF GENE BASED TESTS OF RARE V,NHGRI,1R15HG006915-01,1,R15,HG,6915,1,,8895905,"TINTLE, NATHAN L.",DORDT COLLEGE,2012,391596
STRUCTURE-FUNCTION ANALYSIS OF ZEBRAFISH ENCODED 3-OST ENZYME FOR HSV-1 ENTRY,NIAID,7R15AI088429-02,7,R15,AI,88429,2,,9714577,"TIWARI, VAIBHAV ",MIDWESTERN UNIVERSITY,2011,363742
SYSTEM AND METHODS FOR ANALYSIS OF BACTERIAL TRANSCRIPTOMES,NIGMS,1R15GM102755-01A1,1,R15,GM,102755,1,A1,8034854,"TJADEN, BRIAN ",WELLESLEY COLLEGE,2013,294954
ZOONOTIC CYCLE AND TRANSMISSION DYNAMICS OF NEORICKETTSIA,NIAID,1R15AI092622-01,1,R15,AI,92622,1,,10220696,"TKACH, VASYL ",UNIVERSITY OF NORTH DAKOTA,2011,414000
DEALING WITH ANTIBIOTIC RESISTANCE: ANTISENSE TECHNOLOGY,NIAID,2R15AI047115-04,2,R15,AI,47115,4,,1978620,"TOLMASKY, MARCELO E",CALIFORNIA STATE UNIVERSITY FULLERTON,2013,397987
PROJECT CONNECT:  ADAPTING PCIT TO FOSTER CARE,NICHD,1R15HD067829-01A1,1,R15,HD,67829,1,A1,11429266,"TOPITZES, JAMES DIMITRI",UNIVERSITY OF WISCONSIN MILWAUKEE,2011,451105
PRO-INFLAMMATORY REGULATION OF ANGIOGENIC GENE EXPRESSION IN HUMAN TROPHOBLAST,NICHD,1R15HD073868-01,1,R15,HD,73868,1,,6671984,"TORRY, DONALD S.",SOUTHERN ILLINOIS UNIVERSITY SCH OF MED,2012,436500
POLYSACCHARIDE ECOCOMPOSITE MATERIALS:  RECYCLABLE SYNTHESIS AND APPLICATIONS,NIGMS,1R15GM099033-01A1,1,R15,GM,99033,1,A1,1882437,"TRAN, CHIEU D.",MARQUETTE UNIVERSITY,2012,339077
REGULATION OF GPER-MEDIATED SIGNALING IN THE VASCULATURE BY CALMODULIN,NHLBI,1R15HL112184-01,1,R15,HL,112184,1,,10845826,"TRAN, KIM ",DES MOINES UNIV OSTEOPATHIC MEDICAL CTR,2012,361537
REAL WORLD BIODIESEL PARTICULATE MATTER EXPOSURE AND TOXICOLOGICAL RESPONSES,NIEHS,1R15ES022431-01,1,R15,ES,22431,1,,10398031,"TRAVISS, NORA ",KEENE STATE COLLEGE,2013,416472
MUTAGENESIS SCREEN FOR PROSTATE CANCER,NCI,1R15CA173598-01A1,1,R15,CA,173598,1,A1,8000340,"TROBRIDGE, GRANT D",WASHINGTON STATE UNIVERSITY,2013,417818
BIOSYNTHESIS OF THE IMMUNOMODULATORY MOLECULE CAPSULAR POLYSACCHARIDE A,NIGMS,1R15GM100402-01,1,R15,GM,100402,1,,7016881,"TROUTMAN, JERRY M",UNIVERSITY OF NORTH CAROLINA CHARLOTTE,2012,320777
PROTECTION OF THE CORNEA FROM UVB RADIATION BY ELEVATED POTASSIUM IN TEARS,NEI,1R15EY023836-01,1,R15,EY,23836,1,,1863532,"UBELS, JOHN L",CALVIN COLLEGE,2013,375870
UNDERSTANDING POLYSPECIFIC DRUG BINDING IN P-GLYCOPROTEIN,NIGMS,1R15GM102928-01A1,1,R15,GM,102928,1,A1,7750756,"URBATSCH, INA L",TEXAS TECH UNIVERSITY HEALTH SCIS CENTER,2012,347454
KAPPA OPIOID REGULATION OF ETHANOL WITHDRAWAL AND,NIAAA,1R15AA018213-01A1,1,R15,AA,18213,1,A1,6154931,"VALDEZ, GLENN R",GRAND VALLEY STATE UNIVERSITY,2010,185954
FUNCTION-BASED ANALYSIS OF PSYCHOTROPHIC EFFECTS ON PROBLEM BEHAVIOR IN IDD,NICHD,1R15HD072497-01,1,R15,HD,72497,1,,6675557,"VALDOVINOS, MARIA G",DRAKE UNIVERSITY,2012,387743
DNA-BINDING PROTEIN DISCOVERY BY THE COMBINATORIAL METHOD REPSA,NIGMS,1R15GM104833-01,1,R15,GM,104833,1,,8637656,"VAN DYKE, MICHAEL ",KENNESAW STATE UNIVERSITY,2013,269840
INTERMEDIARY METABOLISM; HISTONE ACETYLATION; AND TRANSCRIPTIONAL REGULATION,NIGMS,1R15GM106324-01,1,R15,GM,106324,1,,9166508,"VANCURA, ALES ",ST. JOHN'S UNIVERSITY,2013,377003
INTERLEUKIN-8 REGULATION BY PROTEASOME AND NUCLEAR IKB IN CANCER AND INFLAMMATION,NCI,1R15CA173452-01,1,R15,CA,173452,1,,8534153,"VANCUROVA, IVANA ",ST. JOHN'S UNIVERSITY,2013,495000
TO BLAME OR TO PRAISE: PROBING NOTCH REGULATION ONE AMINO ACID AT A TIME,NCI,1R15CA143892-01A1,1,R15,CA,143892,1,A1,6802655,"VARDAR, DIDEM ",WELLESLEY COLLEGE,2010,353375
COINFECTION BY RICKETTSIAE IN AMBLYOMMA MACULATUM: IMPACT ON DISEASE TRANSMISSION,NIAID,1R15AI099928-01A1,1,R15,AI,99928,1,A1,9144575,"VARELA-STOKES, ANDREA SOARES",MISSISSIPPI STATE UNIVERSITY,2013,425294
SEX AND AGE DIFFERENCES IN THE REGULATION OF SOCIAL RECOGNITION,NIMH,1R15MH102807-01,1,R15,MH,102807,1,,10419604,"VEENEMA, ALEXA H.",BOSTON COLLEGE,2014,469500
AUTOIMMUNE BIOMARKER PROFILING IN TAUOPATHY,NINDS,1R15NS081593-01,1,R15,NS,81593,1,,1950641,"VEGA, IRVING E",UNIVERSITY OF PUERTO RICO RIO PIEDRAS,2013,439650
STRUCTURAL STUDIES OF CHEMOKINES THAT TARGET METASTATIC CANCER CELLS TO THE LYMPH,NCI,1R15CA159202-01,1,R15,CA,159202,1,,9288345,"VELDKAMP, CHRISTOPHER T",UNIVERSITY OF WISCONSIN WHITEWATER,2011,334633
REGULATION OF DEVELOPMENTAL SIGNALING BY BETA-ARRESTIN,NIGMS,1R15GM097727-01,1,R15,GM,97727,1,,8536054,"VERAKSA, ALEXEY ",UNIVERSITY OF MASSACHUSETTS BOSTON,2011,290379
SELF-ASSEMBLING BIOMIMETIC HYDROGELS WITH BIOADHESIVE PROPERTIES FOR INTERVERTEBR,NIAMS,1R15AR063920-01,1,R15,AR,63920,1,,10266439,"VERNENGO, ANDREA JENNIFER",ROWAN UNIVERSITY,2013,315933
ROLE OF THE MIDLINE THALAMUS IN AROUSAL; ATTENTION AND COGNITION,NIMH,1R15MH099590-01A1,1,R15,MH,99590,1,A1,1881141,"VERTES, ROBERT PAUL",FLORIDA ATLANTIC UNIVERSITY,2013,423421
ADMINISTRATIVE SUPPLEMENTS TO RECOVER LOSSES DUE TO HURRICANE SANDY,NICHD,3R15HD067944-01A1S1,3,R15,HD,67944,1,A1S1,10414702,"VIGODNER, MARGARITA ",YESHIVA UNIVERSITY,2014,103540
REGULATION OF SPERMATOGENESIS BY SUMOYLATION,NICHD,1R15HD067944-01A1,1,R15,HD,67944,1,A1,10414702,"VIGODNER, MARGARITA ",YESHIVA UNIVERSITY,2011,496677
PROTEIN PHOSPHATASE ACTION IN MAMMALIAN SPERMATOGENESIS AND SPERM FUNCTION,NICHD,1R15HD068971-01A1,1,R15,HD,68971,1,A1,1879832,"VIJAYARAGHAVAN, SRINIVASAN ",KENT STATE UNIVERSITY AT KENT,2012,422122
COMPLEX I: ROLE OF L SUBUNIT IN PROTON TRANSLOCATION,NIGMS,1R15GM099014-01,1,R15,GM,99014,1,,1887750,"VIK, STEVEN B",SOUTHERN METHODIST UNIVERSITY,2011,316425
VARICELLA-ZOSTER VIRUS ENCAPSIDATION PROTEINS,NIAID,7R15AI062713-03,7,R15,AI,62713,3,,7920997,"VISALLI, ROBERT J.",MERCER UNIVERSITY MACON,2010,124029
COMPENSATION FOR COARTICULATION: IMPLICATIONS FOR THE BASIS AND ARCHITECTURE OF S,NIDCD,1R15DC011875-01,1,R15,DC,11875,1,,9867529,"VISWANATHAN, NAVIN ",SUNY COLLEGE AT NEW PALTZ,2011,291698
CONTROL OF MEIOTIC SPINDLE ASSEMBLY IN MAMMALIAN OOCYTES,NICHD,1R15HD071330-01,1,R15,HD,71330,1,,9011149,"VIVEIROS, MARIA M.",UNIVERSITY OF GEORGIA,2012,445500
IN VITRO TESTING OF P-GLYCOPROTEIN INHIBITORS IDENTIFIED FROM IN SILICO DATABASE,NIGMS,1R15GM094771-01A1,1,R15,GM,94771,1,A1,8071902,"VOGEL, PIA D. ",SOUTHERN METHODIST UNIVERSITY,2011,324065
THE ROLE OF PHOSPHOLIPID TURNOVER IN MEMBRANE PROTEIN FUNCTION,NIGMS,1R15GM104876-01,1,R15,GM,104876,1,,2189992,"VOGT, JANA L",DUQUESNE UNIVERSITY,2013,303572
DEUTERON NUCLEAR MAGNETIC RESONANCE STUDIES OF ORIENTED PROTEINS AND MODEL COMPOU,NIGMS,3R15GM097605-01S1,3,R15,GM,97605,1,S1,9176719,"VOLD, ROBERT L.",COLLEGE OF WILLIAM AND MARY,2013,67450
DEUTERON NUCLEAR MAGNETIC RESONANCE STUDIES OF ORIENTED PROTEINS AND MODEL COMPOU,NIGMS,1R15GM097605-01,1,R15,GM,97605,1,,9176719,"VOLD, ROBERT L.",COLLEGE OF WILLIAM AND MARY,2011,332451
MODELING; SYNTHESIS; AND BIOLOGICAL EVALUATION OF POTENTIAL RXT SELECTIVE AGONIST,NCI,1R15CA139364-01A2,1,R15,CA,139364,1,A2,9457597,"WAGNER, CARL EDWARD",ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,2011,457500
SEX DIFFERENCES IN THE CANNABIOID REGULATION OF ENERGY HOMEOSTASIS,NIDA,2R15DA024314-02A1,2,R15,DA,24314,2,A1,1879649,"WAGNER, EDWARD J",WESTERN UNIVERSITY OF HEALTH SCIENCES,2013,422810
ESTROGEN MEDIATED REGULATION OF MIRNA IN CARDIAC REMODELING,NHLBI,1R15HL108192-01,1,R15,HL,108192,1,,9528523,"WAIKEL, REBEKAH ",EASTERN KENTUCKY UNIVERSITY,2011,389445
REACTIVATION OF P53 AND APOPTOSIS IN PATIENT DERIVED AML CELLS WITH CYTOPLASMIC S,NCI,1R15CA182761-01,1,R15,CA,182761,1,,1963916,"WALKER, CHARLES WAYNE",UNIVERSITY OF NEW HAMPSHIRE,2014,349642
HUMAN CYP1A1; DIET AND DIOXIN-INDUCED HYPERTENSION,NIEHS,1R15ES021896-01,1,R15,ES,21896,1,,1857958,"WALKER, MARY K",UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,2012,453000
DEVELOPMENT AND FUNCTIONAL ANALYSIS OF COMPONENTS OF THE ZEBRAFISH SEROTONIN SIGN,NIDDK,3R15DK089474-01S1,3,R15,DK,89474,1,S1,3087544,"WALLACE, KENNETH N",CLARKSON UNIVERSITY,2012,30000
DEVELOPMENT AND FUNCTIONAL ANALYSIS OF COMPONENTS OF THE ZEBRAFISH SEROTONIN SIGN,NIDDK,1R15DK089474-01,1,R15,DK,89474,1,,3087544,"WALLACE, KENNETH N",CLARKSON UNIVERSITY,2010,440120
SOCIAL NORMS ASSOCIATED WITH HIV RISK AMONG YOUNG HETEROSEXUAL BLACK MEN WITH A,NICHD,1R15HD072822-01A1,1,R15,HD,72822,1,A1,8648950,"WALLACE, SCYATTA A",ST. JOHN'S UNIVERSITY,2012,495000
GLYCAN RECEPTORS SPECIFIC FOR CANINE INFLUENZA INFECTION,NIAID,1R15AI107702-01,1,R15,AI,107702,1,,8341027,"WAN, XIU-FENG ",MISSISSIPPI STATE UNIVERSITY,2013,425359
MMPS CONTRIBUTE TO HYPERTHERMIA-ENHANCED VASCULAR INJURY,NINDS,1R15NS072858-01A1,1,R15,NS,72858,1,A1,9367909,"WANG, CHEN XU ",ILLINOIS STATE UNIVERSITY,2011,432000
MODELING PATHOGENESIS OF HUNTINGTON'S DISEASE USING PATIENT-DERIVED INDUCED PLURI,NINDS,1R15NS071459-01A1,1,R15,NS,71459,1,A1,8843357,"WANG, HONGMIN ",UNIVERSITY OF SOUTH DAKOTA,2011,430500
ARTIFACT-FREE RECONSTRUCTION OF MEDICAL IMAGING INFORMATION,NIBIB,1R15EB012299-01A1,1,R15,EB,12299,1,A1,10133573,"WANG, JUE ",UNION COLLEGE,2011,250302
MICROFLUIDICS-MEDIATED DELIVERY OF BIOMOLECULE PROBES FOR STEM CELLS AND CANCER C,NCI,1R15CA156146-01A1,1,R15,CA,156146,1,A1,9873132,"WANG, SHENGNIAN ",LOUISIANA TECH UNIVERSITY,2011,330340
GREEN TEA NANOCARRIERS: A PROMISING APPROACH FOR THE PREVENTION AND TREATMENT OF,NCCAM,1R15AT007013-01,1,R15,AT,7013,1,,9813629,"WANG, SHU ",TEXAS TECH UNIVERSITY,2011,313962
MECHANISM OF CANCER PREVENTION BY WEIGHT CONTROL,NCI,1R15CA167678-01A1,1,R15,CA,167678,1,A1,8259634,"WANG, WEIQUN GEORGE",KANSAS STATE UNIVERSITY,2011,443994
INVESTIGATE THE MOLECULAR BASIS THAT CONTROLS THE TIMING OF SPINDLE ELONGATION,NIGMS,1R15GM097326-01,1,R15,GM,97326,1,,6833322,"WANG, YANCHANG ",FLORIDA STATE UNIVERSITY,2011,280923
MULTISCALE MODELING OF POLYMER BASED GENE DELIVERY,NIGMS,1R15GM106346-01A1,1,R15,GM,106346,1,A1,6728455,"WANG, YONGMEI ",UNIVERSITY OF MEMPHIS,2013,314493
NEW MECHANISMS REGULATING RAS AND PROTEIN KINASE A SIGNALING,NIGMS,1R15GM106330-01,1,R15,GM,106330,1,,8516008,"WANG, YUQI ",SAINT LOUIS UNIVERSITY,2013,300000
STABLE ISOTOPIC AND METABOLOMIC STUDIES IN A MODEL OF LACTIC ACIDOSIS TOLERANCE,NIDDK,1R15DK097700-01,1,R15,DK,97700,1,,8300462,"WARREN, DANIEL E",SAINT LOUIS UNIVERSITY,2012,428540
A MULTI-PURPOSE NANOVEHICLE FOR TARGETED BORON NEUTRON CAPTURE CANCER THERAPY & I,NCI,1R15CA156393-01A1,1,R15,CA,156393,1,A1,10217282,"WEBB, ANDREW  ",WELLESLEY COLLEGE,2012,352700
EFFECTS OF CHEMOTHERAPY AGENTS ON NEUROGENESIS IN ADULT MOUSE HIPPOCAMPUS,NINDS,2R15NS054761-02A1,2,R15,NS,54761,2,A1,8518770,"WEBER, EDWARD TODD",RIDER UNIVERSITY,2010,195154
THE ROLE OF ANTIGENIC STRENGTH IN THE PRIMARY AND MEMORY RESPONSES OF PATHOGEN SP,NIAID,1R15AI107753-01,1,R15,AI,107753,1,,7290075,"WEBER, K. SCOTT ",BRIGHAM YOUNG UNIVERSITY,2013,449087
REGULATION OF BIMEL PHOSPHORYLATION IN THE PATHOGENESIS OF HUNTINGTON'S DISEASE,NINDS,2R15NS066339-02A1,2,R15,NS,66339,2,A1,9042483,"WEI, JIANNING ",FLORIDA ATLANTIC UNIVERSITY,2012,428694
ROLES OF MYOGEF IN CYTOKINESIS,NIGMS,7R15GM097702-02,7,R15,GM,97702,2,,7031697,"WEI, QIZE ",FORDHAM UNIVERSITY,2011,262000
CONFORMATIONS AND DYNAMICS OF PED/PEA-15 IN PROTEIN-PROTEIN INTERACTIONS,NCI,1R15CA179410-01,1,R15,CA,179410,1,,9077489,"WEI, YUFENG ",SETON HALL UNIVERSITY,2013,329803
PROTEOMIC ANALYSIS OF TRANSLATION INITIATION IN YEAST,NIGMS,1R15GM096228-01,1,R15,GM,96228,1,,1887721,"WEIR, MICHAEL P",WESLEYAN UNIVERSITY,2011,328200
GENETICS AND VISUALIZATION OF INNATE HOST RESPONSE TO C. ALBICANS INFECTION IN VI,NIAID,1R15AI094406-01A1,1,R15,AI,94406,1,A1,9939537,"WHEELER, ROBERT T",UNIVERSITY OF MAINE ORONO,2012,421632
DEVELOPMENT OF APTAMER-BASED DETECTION AND THERAPY STRATEGIES FOR OVARIAN CANCER,NCI,1R15CA161970-01,1,R15,CA,161970,1,,9299422,"WHELAN, REBECCA JEAN",OBERLIN COLLEGE,2011,345050
MECHANISMS OF AMPHETAMINE WITHDRAWAL AND RECOVERY,NIDA,2R15DA015351-03,2,R15,DA,15351,3,,1885629,"WHITE, WESLEY O",MOREHEAD STATE UNIVERSITY,2011,388837
RENAL CELL TUMOR-MEDIATED TRANS-DIFFERENTIATION OF NATURAL KILLER CELLS,NCI,1R15CA173657-01A1,1,R15,CA,173657,1,A1,9622587,"WILBER, ANDREW CHRISTROPHER",SOUTHERN ILLINOIS UNIVERSITY SCH OF MED,2013,375180
A POPULATION-LEVEL ANALYSIS OF NOVEL ANTIMICROBIAL PRODUCTION AMONG WILD MARINE V,NIGMS,1R15GM104834-01,1,R15,GM,104834,1,,9160768,"WILDSCHUTTE, HANS ",BOWLING GREEN STATE UNIVERSITY,2013,316086
BRANCHED-CHAIN FATTY ACIDS AND MEMBRANE FUNCTION IN LISTERIA MONOCYTOGENES,NIAID,1R15AI099977-01,1,R15,AI,99977,1,,1965034,"WILKINSON, BRIAN JAMES",ILLINOIS STATE UNIVERSITY,2012,432000
IDENTIFICATION OF SPECIFIC ANTAGONISTS THAT BIND HEDGEHOG AND BLOCK ITS ACTIVITY,NCI,1R15CA159209-01,1,R15,CA,159209,1,,8908626,"WILLIAMS, KEVIN PETER",NORTH CAROLINA CENTRAL UNIVERSITY,2011,362905
IGA ASC HOMING TO MUCOSAL TISSUES,NIAID,2R15AI072769-02A1,2,R15,AI,72769,2,A1,6846143,"WILSON, ERIC ",BRIGHAM YOUNG UNIVERSITY,2011,375000
UNDERSTANDING TRANSCRIPTIONAL SILENCING & ANTI-SILENCING MECHANISMS IN SHIGELLA,NIAID,2R15AI090573-02,2,R15,AI,90573,2,,8141770,"WING, HELEN J",UNIVERSITY OF NEVADA LAS VEGAS,2013,431515
PREFERENTIAL CYTOTOXIC ACTIONS OF METAL OXIDE NANOPARTICLES AGAINST CANCER,NCI,1R15CA141358-01A1,1,R15,CA,141358,1,A1,1946791,"WINGETT, DENISE G",BOISE STATE UNIVERSITY,2010,211500
SYNTHESIS OF CHIRAL ORGANOFLUORINES VIA CATALYTIC ASYMMETRIC C-C BOND FORMATION W,NIGMS,1R15GM106260-01,1,R15,GM,106260,1,,8215810,"WOLF, CHRISTIAN ",GEORGETOWN UNIVERSITY,2013,337287
INTERACTION OF HPV WITH CELLS OF THE TRANSFORMATION ZONE,NCI,1R15CA173703-01,1,R15,CA,173703,1,,2062222,"WOODWORTH, CRAIG DUNCAN",CLARKSON UNIVERSITY,2013,435728
LUNG EPITHELIUM COLLABORATES WITH ALVEOLAR MACROPHAGES IN HOST DEFENSE,NIAID,1R15AI101973-01,1,R15,AI,101973,1,,7831239,"WU, MIN ",UNIVERSITY OF NORTH DAKOTA,2012,414000
MULTIPLEXED DETECTION OF TRAUMATIC BRAIN INJURY BIOMARKERS WITH AN OPTICAL LATERA,NINDS,1R15NS087515-01,1,R15,NS,87515,1,,8783055,"WU, NIANQIANG ",WEST VIRGINIA UNIVERSITY,2014,433086
TRANSPOSABLE ELEMENTS AND GENOME SIZE DIVERGENCE BETWEEN GERMLINE AND SOMA,NIGMS,1R15GM104868-01A1,1,R15,GM,104868,1,A1,11065486,"WYNGAARD, GRACE ANNEMARIE ",JAMES MADISON UNIVERSITY,2014,365517
THE SYNERGISTIC EFFECT AND MECHANISM OF ARSENIC ON CHROMIUM (VI) CARCINOGENESIS,NIEHS,1R15ES021587-01,1,R15,ES,21587,1,,9506764,"XIE, HONG ",UNIVERSITY OF SOUTHERN MAINE,2012,414961
GENE INTERACTION STUDY OF TBX5; HH PATHWAY AND OSR1 IN ATRIAL SEPTATION,NHLBI,1R15HL117238-01A1,1,R15,HL,117238,1,A1,10516409,"XIE, LINGLIN ",UNIVERSITY OF NORTH DAKOTA,2013,394128
AREA: MECHANISMS UNDERLYING EGFR SIGNALING DISTRIBUTION IN EPITHELIAL TISSUES,NIGMS,1R15GM101597-01A1,1,R15,GM,101597,1,A1,9645952,"YAKOBY, NIR ",RUTGERS THE STATE UNIV OF NJ CAMDEN,2013,353378
INTERPLAY BETWEEN METABOLISM AND FXR ACTIVATION IN SCOPARONE SIGNALING,NCCAM,1R15AT007705-01A1,1,R15,AT,7705,1,A1,8324668,"YAN, BINGFANG ",UNIVERSITY OF RHODE ISLAND,2013,437475
ROLE OF TOPBP1 PARTNER WDR18 IN DNA DAMAGE CHECKPOINT AND DNA REPLICATION,NIGMS,1R15GM101571-01,1,R15,GM,101571,1,,9490261,"YAN, SHAN ",UNIVERSITY OF NORTH CAROLINA CHARLOTTE,2012,297000
BIOMECHANICS OF THE AXONEMAL NANOMACHINE,NIGMS,1R15GM090162-01,1,R15,GM,90162,1,,1876904,"YANG, PINFEN ",MARQUETTE UNIVERSITY,2010,223500
INVESTIGATION OF PLANTAR SHEAR STRESSES IN DIABETIC PATIENTS: RELEVANCE TO FOOT U,NIDDK,7R15DK082962-03,7,R15,DK,82962,3,,9381052,"YAVUZ, METIN ",UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,2010,13064
SPOUSAL INVOLVEMENT IN ADHERENCE TO CPAP TREATMENT,NINR,1R15NR013274-01A1,1,R15,NR,13274,1,A1,9970625,"YE, LICHUAN ",BOSTON COLLEGE,2013,418924
ENVIRONMENTAL FILTERS AND MEDICALLY IMPORTANT CONTAINER MOSQUITOES,NIAID,1R15AI092404-01A1,1,R15,AI,92404,1,A1,10220223,"YEE, DONALD A.",UNIVERSITY OF SOUTHERN MISSISSIPPI,2011,439500
ROLE OF OPIOIDS SIGNALING IN IMMUNE SUPPRESSION,NIDA,2R15DA020120-04,2,R15,DA,20120,4,,8127201,"YIN, DELING ",EAST TENNESSEE STATE UNIVERSITY,2011,429000
ROLE OF TOLL-LIKE RECEPTOR 4 SIGNALING IN STRESS-INDUCED LYMPHOCYTE APOPTOSIS,NIGMS,1R15GM094740-01A1,1,R15,GM,94740,1,A1,8127201,"YIN, DELING ",EAST TENNESSEE STATE UNIVERSITY,2011,321200
INDUCTION OF CORONARY ATERIOGENESIS BY REPROGRAMMED CELLS,NHLBI,1R15HL115540-01,1,R15,HL,115540,1,,10004566,"YIN, LIYA ",NORTHEAST OHIO MEDICAL UNIVERSITY,2012,454800
OTOLITH-DEPENDENT COGNITION IN MICE,NIDCD,1R15DC012630-01,1,R15,DC,12630,1,,8513725,"YODER, RYAN MATTHEW",PURDUE UNIVERSITY WEST LAFAYETTE,2012,403431
UNDERSTANDING OF A FAMILY OF BACTERIAL TRANSCRIPTION FACTORS,NIAID,1R15AI101919-01,1,R15,AI,101919,1,,9638698,"YOUN, HWAN ",CALIFORNIA STATE UNIVERSITY FRESNO,2012,415200
PROMOTING SELF-MANAGEMENT THROUGH ADHERENCE AMONG HEART FAILURE PATIENTS,NINR,1R15NR013769-01A1,1,R15,NR,13769,1,A1,11033003,"YOUNG, LUFEI ",UNIVERSITY OF NEBRASKA MEDICAL CENTER,2013,301000
